client_id,client_name
eee1f077-1600-56b9-8751-1ea39c5700ed,THE COUNCIL FOR ECONOMIC OPPORTUNITIES IN GREATER CLEVELAND
398a4e71-24cf-5093-9e40-8d1360cccc20,CAFRITZ INTERESTS
35ef6592-35b3-504d-a538-e17e34894602,SHERMAN OAKS HOSPITAL AND ENCINO HOSPITAL MEDICAL CENTER
7cb7c40c-7acc-5415-b08d-c343c912800a,"SOUTHWEST HOUSING COMPLIANCE CORPORATION, LLC"
00d09186-8532-5680-9766-b15d933adf2f,VULCAN MATERIALS COMPANY
a9236547-99a5-5273-b052-e55765602a4a,JORDAN VALLEY WATER CONSERVANCY DISTRICT
ca76c8e0-9d41-5299-b053-bdd22abf3834,CAPITOL COUNSEL LLC ON BEHALF OF CALIFORNIA DENTAL ASSOCIATION
e267fc4e-6720-5602-aabc-bd107d99c269,KENNETH R BOIARSKY
9869a736-6240-5276-ad84-524b63099803,NATIONAL LAW ENFORCEMENT OFFICER'S MEMORIAL FUND
a49fd1fc-8294-5a08-b3c3-f8800516543d,NATIONAL ASSOCIATION FOR THE EMPLOYMENT OF PEOPLE WHO ARE BLIND (NAEPB)
4655f6e7-df2e-537a-ac3b-33bb19158ab5,MINNESOTA STATE COLLEGES AND UNIVERSITIES SYSTEM
e1b076be-039c-56f4-8946-443dc51f01eb,J STREET
01724058-b7a9-5bc4-90c3-8ed881553f96,CATHOLIC RADIO ASSOCIATION
1283619d-3620-58de-8c33-b0d6e185814f,SUNCOKE ENERGY
9803e331-15db-58f9-8cbf-a2e2348e1d51,"CMB EXPORT, LLC"
2907a4b5-bd47-5b79-ae7d-9650afdd3421,INTERIOR EXTERIOR BUILDING SUPPLY
835887e8-da83-565c-ac77-410283ea8de3,IMPERIUM RENEWABLES
e765e415-0b91-53c7-9c19-5903785925b6,CHILDREN'S HOSPITAL OF ALABAMA DBA CHILDREN'S HEALTH SYSTEM
0c227994-38cc-503e-ae4d-d5b130556290,RECOVERCARE
994efc4f-f004-5d73-897e-978f8a7e17ea,MOBILE MEDICAL INTERNATIONAL CORPORATION INC
991d3493-56a5-588f-9cb6-3dd63f4d028c,NATIONAL PEST MANAGEMENT ASSOCIATION
003212e9-b42b-57cc-9330-83ad38b6e56c,EQUINOR US OPERATIONS LLC
d14bf08b-a082-5ab5-a616-40e19d7303b5,F5
becd9725-482a-5b2c-9883-089b07fc91b4,GABRIEL RESOURCES LTD
33e47135-8a5f-5c92-b321-9336edb5bda2,POLLINATOR PARTNERSHIP [FORMERLY COEVOLUTION INSTITUTE (COE)]
e3b1ae82-b177-5107-8bb3-55f969257f03,CONSTRUCTION SPECIALTIES INC./CS GROUPS
6e3c400d-b261-540c-ab56-4224da50e4a9,MCALLISTER & QUINN ON BEHALF OF VILLANOVA UNIVERSITY
1e363f2f-9c73-5432-a423-64ace074bdb1,ENERBLU
eb3d6b63-7fc7-5963-a11a-1bcea39f7c86,LABORERS INTERNATIONAL UNION OF NORTH AMERICA
d8cebcfe-924d-5772-b635-e171bba297dc,GREYSTAR
b08d6c6a-30da-581f-87fc-b6f00ee39b51,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY
d039e7e5-f821-55d5-9e38-f93c0b71aecb,BOEING EMPLOYEES' CREDIT UNION
d22c011e-a867-5829-9d24-f34cbb0d6c5c,ION GEOPHYSICAL CORPORATION
766a314c-7af4-56dd-a37b-109b70d819c2,COLORADO RIVER REGIONAL SEWER COALITION
afa216b3-53b9-50ad-b786-c5b19b05def4,NATIONAL ASSOCIATION OF TOWER ERECTORS
b0990664-7691-5260-b3cc-9b52c6924cee,MID-WEST ELECTRIC CONSUMERS ASSOCIATION
7f95b569-74bb-552c-9193-d96c1b11401a,HOFFMAN-LAROCHE
27f5e37e-a1e6-5f41-b30c-495684db5ec7,"APPLIED RESEARCH ASSOCIATES, INC."
d55540b9-b0d6-500b-9b2e-d4bbcebbe334,KENDALL PROPERTIES AND INVESTMENTS
5144c0c1-defa-5eee-99ca-ae5a6e5d1b27,BIG SANDY RANCHERIA
f9a318f2-8e92-5f23-89b3-39d00989d7c5,HEWLETT-PACKARD COMPANY
5a2a52cf-4f78-50cf-abeb-d0062a506863,"CITY OF LYNCHBURG, VA"
547b077d-434b-5b0d-8aef-7e6f4f1e82ec,NATL CONGRESS OF AMERICAN INDIANS
00ae0507-5863-5aa5-b1a1-37a98edba9aa,"TRUHEARING, INC"
d35d14d2-c4fd-5746-bd7e-91ab0549d4cb,NATIONAL GRID USA
b602e15a-8a92-5d66-af37-b09bfd0d7369,TANGENT LLC COMPANY
12830ba7-deff-5247-b850-c33bf2f67306,NEWARK CA
f627480d-3942-5bbd-8238-50bcea04e7ae,ILLINOIS INSTITUTE OF TECHNOLOGY
54b608dd-ac0b-5822-8bb2-21d0b3fdef7b,AMERICAN FORESTS
a5789ece-c4ec-52ce-aa8c-244b44d6d0af,RUSSELL DE LEON
9699c21f-f985-5e13-8cb6-b7605cef4a84,ENVIRONMENT ONE CORPORATION
015ff472-9dcc-5b68-a0fa-c32fbaa89e07,"CITY OF LIMA, OHIO"
827c086c-214f-54eb-b44c-fa20005a0abf,ALL NIPPON AIRWAYS
b8085515-5656-5430-afdf-1785eee21e83,NATIONAL MUSIC PUBLISHERS' ASSOCIATION
4263014d-dfb7-5066-875d-74ea7124f604,VERIZON COMMUNICATIONS
8c11461a-534c-5e30-a161-075f7c3805bb,"BOWERY RESIDENTS' COMMITTEE INC. (""BRC"")"
f81a315e-49a5-5faa-aafd-605974fe0b48,MENTOR
54ade17a-3478-53bb-888a-a51b85a7a842,"HOME INSTEAD, INC."
ab8330d3-c653-50db-8f49-adf2947f02e1,CITY OF TORRINGTON
564ff8e0-9b78-58fe-9bfb-78a1c2d6f7b4,METALWERKS PMD INC
3db9f25d-dd74-5456-9f8a-74444353ef01,CALIBER FINANCIAL SERVICES
77dc0eb2-c334-5d4e-915e-b11b1c61eb01,BLUE RIDGE ENERGY
1025384f-d9af-5a00-8eda-e6369134e5c1,AMERICAN HOSPICE
23f129d7-6e04-590d-a6b1-43720782ea09,"AMERICAN STATES UTILITY SERVICES, INC."
cb22c595-02a2-5838-b2ce-2ddca00a0c24,TRIMBLE NAVIGATION LIMITED
dcdfe817-9ff0-52f5-8f7c-41a336832ccd,ZEON CHEMICALS L.P.
b2d187dc-ce1f-5aea-ba20-a65f4ec9e673,VERIPRIME
6f77c726-0696-55a6-9472-7f58ce796f88,DUCKS UNLIMITED
02638af8-5f4e-5d75-adab-196b50c74be8,SYLVAN LEARNING SYSTEMS
1374b259-d93c-5115-a7da-849ea59635cb,CHARTWELL EDUCATION GROUP LLC
9b4da261-2ac7-5874-bf73-5f7068b21056,"BOULDER NONLINEAR SYSTEMS, INC."
ce4d2df8-3b03-5162-aa96-a815a4422bfe,CITY OF ARECIBO
f60c9e0e-5afe-528c-a0a0-9faaebb49e49,UNITED STATES TELECOM ASSOCIATION
1d6f79b2-8152-5194-8346-08032d4b64d2,COMPREHENSIVE NEUROSCIENCE INC
06351b20-d362-52ee-b7ee-babd08abb0ce,PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION
bbf8ffd8-9bbe-5b73-8748-b810971c354b,"J.A. GREEN & COMPANY (FOR TANIUM, INC.)"
0ec7c2ae-034b-5aa8-90ae-a70fbd91da00,"OTSUKA AMERICA PHARMACEUTICAL, INC."
769cb2c0-ec11-5d9c-931d-af25c54ff5ee,ENLISTED ASSOCIATION OF THE NATIONAL GUARD OF THE UNITED STATES
44f5dc17-15d3-5065-87b7-073238e61612,"TELLURIAN, INC."
c9457afa-a00a-508e-98c9-465ad9eb1943,"RICHIE & GUERINGER, P.C."
f801c935-c44e-5801-b3f3-3ca138d0384e,RELIANCE INDUSTRIES LIMITED
9ac22845-7e50-51df-b387-dc7de44b1086,NATIONAL INDUSTRIES FOR THE BLIND
d7c6a401-fd68-50fc-8b53-2cfba7a5dd8d,IPSE-US ASSN OF INDEP WKRS (WAS ASSN INDEP PROFESSIONALS AND SELF-EMPLOYED)
c67d2bef-8d0e-5a93-9276-7a1577d2c7a3,CITY OF FREMONT CA
2ef40ee2-08fc-5f86-b4c3-3289ad371ce6,WILCOX VENTURES LLC
a644be5f-b622-50e9-894a-5ccf610cc7c7,WARBY PARKER
f478aed0-1b61-55ec-aa43-2eb461f5c284,HEALTHCARE INSTITUTE OF NEW JERSEY
52951490-dc3c-519c-89af-fdd8e3f5fc02,PAYFONE
4c2cd51e-386e-53db-89b4-57aa5c109dd8,THE EUNUCHS SOCIETY
f486b0b1-6795-5d54-ac01-04b88c640537,COMBINED HEAT AND POWER ALLIANCE (FORMERLY ALLIANCE FOR INDUSTRIAL EFFICENCY)
ffd87a3d-5e3c-507e-b0b8-f2926dc1d663,SOUTHERN CALIFORNIA GAS COMPANY
9a100788-650c-512b-9369-5aa9e27858a9,GOTTLIEB STRATEGIC CONSULTING LLC
c910c3da-c8c1-53c6-b6af-3c8263670791,CENTRAL CONNECTICUT HEALTH ALLIANCE
ca24ed9b-ddc5-5c8d-9996-ddc756da1080,GADA SECURE PAY
8d455e3f-250f-560a-9191-6cbf52905f88,SUSAN B ANTHONY LIST
3fe01105-9b5b-50e4-84aa-4458bc113c02,CANOPY GROWTH CORPORATION
f58671e7-44de-58af-b829-126c4652b760,MARLOWE & CO.
9dd994d4-9a4f-5475-b98b-9af14f158784,"AKJ INDUSTRIES, INC."
173a5caa-7234-51aa-87cf-21754349675e,ALBANY INTERNATIONAL
88725cfd-55b0-5dc1-be2b-443851eea91b,3CINTERACTIVE
db3d3b15-8d5e-5299-a9ec-688c8a0b7012,CALIFORNIA HIGH-SPEED RAIL AUTHORITY
dff5860b-42e4-5638-beba-554625f91a1c,APPALACHIA SERVICE PROJECT
ec36af1e-1b32-5523-8990-ec31da2ed969,GOODMAN REAL ESTATE
cbd8cd6f-3695-59e6-8d48-36e3b048d197,"TURBOCOMBUSTOR TECHNOLOGY, INC. D/B/A PARADIGM PRECISION"
3b4b96ad-98ca-5a1d-951d-0bde44d75691,"WORLDWIDE EQUIPMENT, INC."
358ec2a1-08e0-5570-83db-ec4f237df795,MERCER ENGINEERING RESEARCH CENTER
7997a229-2443-5ff8-9900-03cb11cb849d,DEFENSE STRATEGY CORP
92381e3e-3510-58cc-a1f1-d5989e817a61,TACOMA GOODWILL
163e09a4-a90d-543f-bdfb-657695e450f7,PESTICIDE POLICY COALITION
ebca6057-53c7-56a8-94ed-a5acff5540cc,"OEWAVES, INC."
63cd9198-2605-5f08-9690-cd4d5ff6edd7,AMERICAN SAND ASSOCIATION
f49a9477-2b1e-5bd4-9248-e417699c0d19,"ETC CAPITAL, LLC"
7607f67a-26ae-51c2-baed-1c4732ca0375,1-800-PACK-RAT
1c87e956-eef4-5f0d-a813-0eb3d56cd03d,YMCA OF THE USA
70d28e33-6059-50dc-8028-696e0c010d63,NATIONAL NEWSPAPER ASSOCIATION
c38c8d1c-db45-5325-95bf-7148f7a97e3f,SITKA TRIBE OF ALASKA
d80f094d-7178-5df2-abc1-eb165885921e,"BURLINGTON-NC, CITY OF"
9b71eb27-897c-53ab-abe8-1dae1d710eb4,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC
5fcb0233-feb4-5c98-a6da-6703dcd88011,NATIONAL COUNCIL ON COMPENSATION INSURANCE
b2e9930e-0611-592a-9d36-0b4ba32df42b,ASSN OF FLIGHT ATTENDANTS
d3811119-ba1e-5536-a641-a62dba09bcb7,MIDWAY AIRLINES CORP
2b806cfb-c1cf-5a90-919d-04b329966876,FISHING VESSEL OWNERS' ASSOCIATION
24bd94c2-bd8a-5985-a973-f731b69471d1,CHARLES JUERGENS
2c6130ce-3531-5246-8a5c-264d26f28f6f,DR. JAVIER GARCIA
0b168567-a0bd-515e-b270-286e5f240c2f,RURAL ADVANCEMENT FOUND INTL-USA ON BEHALF OF CAMPAIGN FOR CONTRACT AG REFORM
c1acc24c-9cfd-5175-8c53-78ccedb52872,ROCKWELL AUTOMATION
f7bcb0d0-e3d2-58bf-bac9-1ee257b4d4de,MAUREEN EBEL
df9ce1a0-2023-58c2-bb41-f15c7f5f02b8,ELECTRON ENERGY CORPORATION
ca82896a-c756-5972-81fc-ce708626bdca,JAMES CAMPBELL COMPANY
7c5a055d-dda3-5fd0-b113-0241d7f1f24c,INLAND VALLEY DEVELOPMENT AGENCY
741ae4c8-8196-529a-b229-c0260659753e,"CHURCHILL COUNTY, NEVADA"
e2c4f7cf-e3ba-50d5-8202-e30b5413d8f6,PORTER GROUP LLC (ON BEHALF OF RENO-TAHE INTERNATIONAL AIRPORT)
f8d3e583-7332-59c4-bc46-2683a9b92539,SUGARMADE INC.
04844b44-dfbf-511c-9d17-1fdf151e9d3e,CINER ENTERPRISES INC.
5c8c7fd2-82b9-5bd1-b8b3-0b42060afe83,AMERICAN ASSOCIATION FOR MARRIAGE AND FAMILY THERAPY
ffb3eb22-0401-5cce-9341-631ba92d2730,"BREN-TRONICS, INC."
a86cf148-b012-557c-8631-61802e607dd0,NEWMONT MINING CORPORATION
dafa3b86-8676-5f15-a072-626780a38f30,MOTOR VEHICLE PROTECTION PRODUCTS ASSOCIATION
c0569f3c-ece0-5137-a027-6a822f58ce8e,AMERICAN HEALTH CARE PROFESSIONALS
e67355e9-1089-5c35-8f33-3beffc8516df,CALIFORNIA SCHOOL BOARDS ASSOCIATION
11f6eb28-09e6-5a48-9a8b-ede0dadd1635,CALCASIEU PARISH POLICE JURY
0d5bc7ea-523e-5223-9041-a77bcca88d3b,TITUS REGIONAL MEDICAL CENTER
ae057187-59cf-5f68-a1b3-7c9123308918,"DHL EXPRESS (USA), INC."
c732d314-a4f3-573e-a213-d5ffaf04bc67,TRINITY INDUSTRIES INC (PURCHASED/FORMERLY QUIXOTE )
cdc0d1b4-6cdf-59e4-ae7b-4f7ba4332b5c,MORONGO ENTERPRISES
f5606f40-8629-5669-b4bf-b6e019f92a00,ONECOMMUNITY
094d0f7d-b367-5dba-8e4b-b5fe80f369de,MIAMI DADE LIMESTONE PRODUCTS ASSOCIATION
22eaad3b-120f-5336-bc88-f5b29db3470e,NATIVE AMERICAN RIGHTS FUND
91bbd03f-e733-5037-bc0a-5efc0228b9ca,"NAZARENE COMPASSIONATE MINISTRIES, INC."
597ac62c-49f2-517b-8fad-5791ced4f286,O'ROURKE LAW OFFICES OF JOHN T
8b384173-85f1-554d-959d-db0a37a35e04,R&B RECEIVABLES MANAGEMENT INC
57444574-2016-5742-b359-1c52c8eb4f28,CITY OF SHAKER HEIGHTS
623b1f60-b2fc-52a7-8349-6dca45e75b38,VECTOR ARMS
427265bb-397a-5fec-b7da-e7f546adf46d,PREPASS SAFETY ALLIANCE FORMERLY REPORTED AS HELP INC
1058e617-ced3-53b4-93dd-5b019285a2cf,ANTELOPE VALLEY EAST-KERN WATER AGENCY
8caf467d-c1f2-5c89-a2d1-f86944366410,"TEN MEDIA, LLC"
ea58582f-a35e-57b4-ad3c-1b711aee18d6,"SANITAS PARTNERS, LLC"
acae40a8-d5c1-5e75-a116-a16426912037,COOPER HEALTH SYSTEM
4cd4f8dc-3785-58f9-acdd-304189f9d7b4,NOVOLEX (FORMERLY HILEX POLY COMPANY)
9613afd7-c3c1-55a3-85ee-db6265bf34d8,KIRK HARRISON
00518a20-9939-5e06-adca-338086c76927,"CITY OF GAS CITY, INDIANA"
41106521-75e9-5403-8e6f-2e55bd4a6ce0,PRECIDIAN INVESTMENTS
6316cea7-314f-5d05-a0d1-105a8f7d4b7f,HIGHER EDUCATION ALLIED HEALTH LEADERS COALITION
a78d85a7-7bd6-572f-a108-b0d233980961,CROSSROADS STRATEGIES LLC OBO WASHINGTON STATE DEPARTMENT OF TRANSPORTATION
9fa2c035-fc56-5acb-9a2f-c61ff38e41eb,"TRICO ELECTRIC COOPERATIVE, INC."
25b08795-6725-504a-b862-56a4836ad1ab,"THE HAMILTON GROUP, LLC"
cf245c02-c6f1-52d4-8abb-d645bad6158e,CERMAR INVESTMENTS LLC
8930f1f1-54ec-51e2-9428-0276134cbcb1,THOR TRUCKS INC.
cbc2f8ef-3abf-5bd9-b27b-5d9e0c35a682,ACCREDITING COMMISSION OF CAREER SCHOOLS AND COLLEGES
96d13587-b911-5c77-84c7-d95fec3200e9,GOLDCOAST REAL ESTATE FUND LLC
185a377d-51a1-5d8e-abb0-deff36d9f11c,NRR CONEMAUGH
a6e3500c-9ae4-551e-afcf-525686b2e356,THE PRODUCTION AND COMMERCIAL COMPANY VELTA LLC
f8ce544c-1223-5d45-853b-9d02aeec7da4,CITY OF EAGLE MOUNTAIN UTAH
4d9d6ea5-493b-50dd-8fee-e620dec01fdf,CSS USA INC (FORMERLY CARCOON AMERICA LLC)
a9033f5b-0fcf-5b63-b083-c95cbb6bd641,NATIONAL CANNABIS INDUSTRY ASSOCIATION
71f82fd8-426d-5311-af70-d51c32d9c438,ATC MATERIALS
14a1814c-c409-5a11-92e5-d21feae412b0,COLLEGE OF WOOSTER
e11ede4f-85e0-59f5-950e-08be7a9e087b,PIT RIVER TRIBE
593bab77-2c2c-510b-8e42-ca3529f3fc7d,SIENA HEIGHTS UNIVERSITY
6d244f53-6bf6-5d68-ae93-de9aaeaf61fd,"RECALL MASTERS, INC."
a6941488-8a63-51fa-b4ec-21b5d8397320,EGG FARMERS OF AMERICA
dd3b4a0c-f99c-5147-80bd-05da08a212e4,"TIDEWATER, INC."
a07e187c-3253-520b-bb62-98796bf4e33f,AMERICAN STAFFING ASSOCIATION
91295916-7c7d-54c8-9992-31aab44cfe01,REAL ESTATE SERVICES PROVIDERS COUNCIL
73305432-b4e8-5da3-8c80-fef138bbeeb4,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY
5249d30c-1d13-5687-8ed4-1a53782b88e8,MINNESOTA SOCIETY OF ANESTHESIOLOGISTS
4aef1843-29a6-5152-b0b2-97326990dbdc,"UCB, INC."
d235a113-5f23-57ae-b992-a901447e8805,TRANSGENRX INC
1c1dd087-855c-5a42-ba45-d10100a6a9b1,CAMPAIGN FOR ALL DC FAMILIES
40c45d58-ee78-58d5-b213-6a3e2beca111,"MARMARIS GROUP, INC."
7af23d47-9653-5364-9cb5-101859c1b2a0,INVICTUS FUNDS
6791144c-711c-5fe6-9402-2bbf52662d7e,DESKMAKERS
547cd48c-a199-5830-8e45-2d2d8bc9df12,"HELENA WIND, LLC"
cfe58d37-bb5f-5650-810a-15a6186b855b,TRGROUP (ALSO DOING BUSINESS AS ACT - ALLIANCE FOR COMPETITIVE TAXATION)
ed60ec65-b37f-5509-9fe1-604acf904d72,5G ACTION NOW
bf30f6c5-5d37-56f7-b344-d8bd505a7fa0,"ADAMS MEMORIAL FOUNDATION, INC."
ed9efd0c-d6ab-5312-aa21-2c6ed35b0eb1,"BANYAN COMMUNITY HEALTH CENTER, INC."
d030dab8-f93e-57c7-af06-bc7de39cc4b2,GOVERNMENT SERVICES GROUP INC
b89e5e5a-f3ae-5202-b9bd-ea5d30a7f336,SMITH & NEPHEW
b67a3f29-61a9-5924-81f3-ae3ee0abf695,CITY OF COLUMBIA (MISSOURI)
8d318a6a-e7b8-5da6-aeaa-26217ee0c928,CITY OF DUBLIN
158e7643-4382-5e27-9929-4b010d4f2b3e,"HIGHER ONE, INC."
88530600-25d6-5ed0-99c3-8ecb6829f5b5,HOME BUILDERS ASSOCIATION OF CENTRAL ARIZONA
28b918b0-0c37-533d-99f5-7cd29c843cf5,SOUTHEASTHEALTH
74cca575-5a1f-507d-9701-05100e649b8e,RETIRED STATE COUNTY & MUNICIPAL EMPLOYEES OF MASSACHUSETTS ASSOCIATION
647777bb-b7ec-5644-af30-23623d305f99,ALABAMA GULF COAST REGIONAL SEWER SUPPLY DISTRICT
7b406c79-cf04-53e5-bdea-84e98aaea03a,NATIONAL ACTION COUNCIL FOR MINORITIES IN ENGINEERING (NACME)
5bc065fd-0aed-5084-a8f9-e2dbafb4f442,NATIONAL ASSN OF STATE TREASURERS (NAST)
8a27fe7d-ce0e-51a0-a005-868d7a427ec3,TENNESSEE STATE UNIVERSITY
72ae207e-5337-50c9-95db-565ffe8cc528,COSTA FARMS
58972364-39a2-5e8c-ad28-3e1fe163959d,EARLY LEARNING VENTURES
e28c3f56-1c97-5467-a2a0-bf639ddf864a,"EL PASO COUNTY, CO"
e732a5e6-8b24-5fa2-a824-7edc69fe86dc,UNITED PSYCHIATRIC GROUP
fcc53b79-4c51-5bd6-b33b-0fd70ad1e444,BOSTON SCIENTIFIC CORPORATION
540ade11-d859-5a3c-b201-7b288dcd1d86,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION
c90c3b09-ace6-5526-b230-7ab636af0bf7,PLANTIFF'S STEERING COMMITTEE/CHINESE DRYWALL
6a0fbcca-d440-5512-bf4f-b204936fce75,"ERGON, INC."
bf798bc4-4ea0-5bdb-a0bf-e13b6c64f10f,ENERGY INDUSTRIES OF OHIO
fb55f6ac-f8fb-51ad-bd4b-97b01501c51b,PERSHING GOLD CORPORATION
dc905dcc-8189-599e-9ac4-b351a029320d,RESPONSE INDUSTRY COALITION
f33291d2-9442-5763-890b-6fe3ee08a6e8,AMALGAMATED BANK
5a3255a3-76ea-5b48-8883-9223f8f8efe1,RAYDON
650cd556-dc53-52c6-a475-14ad57e53649,CAPITAL TECHNOLOGIES INC.
436344e7-a77b-5ec4-83d0-ff294ef38013,FOUR RIVERS ECONOMIC DEVELOPMENT LLC
1d0b6f86-ec5f-5959-bdd9-0f7312c1622e,NANOTHERAPEUTICS INC
0bd415f2-9f2d-55ca-b3a4-e61de82a4355,"TRILOGY GAMING, LLC"
454481a7-e3d5-5a31-b10b-f3fe846bd670,INTERNATIONAL OUTDOOR
5954c5a2-d3af-5806-8975-85c0c59c3f17,EPOWER SYNERGIES INC
094d8c6f-3b01-5c4b-977a-f1770095cc8f,"CRESCENT BANK & TRUST, INC."
a60815ea-c414-5c69-a3a8-f755539f136b,"GEMCOR, INC."
bc3706b7-f28d-5f57-b5e6-fbf59f02ec93,ESTATE OF LEN ALBERT
ec27ee9c-f241-57d4-be47-77dc90298ce0,SOUTH COLLEGE
5f039dcd-bfd8-588e-b216-98d2833db4f1,FEDERAL HOME LOAN BANK OF PITTSBURGH
88806356-0ba6-50cc-9e7b-b5830c5e8f17,"POLARITYTE, INC."
f41748bb-b911-503a-864a-b41acdeaea72,MORRIS AND DICKSON
7e6b740e-281b-5f54-9245-a381af09bd1d,ALLENA PHARMACEUTICALS
7952af8c-2485-5434-8188-05e02ffbaa60,FSC COALITION
2f779d96-b04d-5119-840e-ff7346c790c6,"DAVIDOW FAMILY, LTD"
6f5d2c30-4cd3-50a3-81c5-bafb91074ade,"GENTEX, INC"
1bb5461e-ae4a-5465-b0af-dc6c99a15a7f,UNIV OF OKLAHOMA
7104b1b4-d4b4-54a3-989c-9ed9cec82234,MOMENTUM
d6e9302c-421d-5a22-8669-f557842ea1d2,FRONT PORCH STRATEGIES
c6293e95-fc53-5e47-90ae-7670ec00f7f5,MOBILE COUNTY WATER SEWER & FIRE PROTECTION AUTHORITY
94cfbbdf-9c4a-5777-b6a8-159d27eaa051,RAM DEVELOPMENT COMPANY
9217c171-1498-5e5b-977c-82d5f9cf68a6,"RM2 CONSULTING, INC. (ON BEHALF OF IMPERIAL MACHINE AND TOOL COMPANY)"
ce9a155c-0597-59b7-a67e-cc6cb0cfe143,CITY OF FEDERAL WAY
b2db73e4-1607-5fe2-93cd-00a88ca53946,JOHN DEMING
b7fe1611-7b45-5f4a-a996-f01dec64b903,THE LEVY GROUP
2ca58183-da8e-5d65-955c-e30b6375cad3,COAL HILL VENTURES
5bf9b0d7-6b1a-5109-8752-5366d8b2cbcf,ODEBRECHT CONSTRUCTION INC
ceb3d161-9b1d-5b10-85ff-f23dbf975c8c,ANAHEIM UNION HIGH SCHOOL DISTRICT
ce97cbb7-2175-5b1e-b01f-ee6a67d582ab,GREATER KANSAS CITY CHAMBER OF COMMERCE
810e44aa-c315-568c-a703-37b281422dc5,COUNCIL FOR RESPONSIBLE NUTRITION
253f0b9a-ee5e-59cc-8f42-f3c12cbae259,CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS
2f74b63b-ba10-5df6-84ac-61f2acba4901,LYTLE DEVELOPMENT COMPANY
63915ffc-62cc-5b16-9f54-c186f579c6b9,"CP DEVELOPMENT CO., L.P."
632b6020-5875-57e8-9faf-e8d34b1c8815,"C.H. ROBINSON WORLDWIDE, INC."
e2f324ff-e8c2-57cf-8258-c9433ccb4e61,RECON DYNAMICS
61ac9bcf-3335-55ef-9896-9ebc95007232,TULE RIVER IMPROVEMENT JPA (FORMERLY LOWER TULE RIVER IRRIGATION DISTRICT)
be7dd4ff-e6f5-5785-af85-fce66e4bf0ce,MIDWEST INDEPENDENT TRANSMISSION SYSTEM OPERATOR INC
b35fb39c-7d64-57c0-bcdc-8c846fa82691,"FORSTER & GARBUS, LLP"
f16ac6ee-a007-5b2b-a31b-002be05cd428,"WILLARD & KELSEY SOLAR GROUP, LLC"
7381c5c7-55ec-5a93-af6d-eab79fe6a80b,ADVANCED ARMAMENT CORPORATION
6e9cabdf-6554-54fe-968e-603f9e0f0f46,RED ROCK EQUITIES
de5dbf21-e057-56e3-b973-8165f96a9963,SENTRUS GOVERNMENT SYSTEMS DIVISION INC
c0e799f9-5c7c-5e69-93c7-0b629d97997c,"BUSINESS COUNCIL FOR GLOBAL DEVELOPMENT, LLC"
ef80fdc0-98d4-509e-be6a-6e3ed39e86a2,GAINESVILLE REGIONAL UTILITIES
ed513b1d-68b5-51f9-97ef-02414c38c3fa,SARA DYSART PC ON BEHALF OF TEXAS RESOURCE PARTNERS LLC
44d8f31b-f7a3-50fb-9dd7-f6919316b4ab,"LIVERMORE, CALIFORNIA"
ede90049-d2c0-5366-b332-fe7abe46c14d,HARDWOOD FEDERATION
8a1d49d6-97c4-5919-802f-003cdda7c8a1,EXPANSION FUNDING PARTNERS LLC
819c2801-62e9-5f9e-a3da-3e23605734a4,INDUSTRIAL TRUCK ASSOCIATION
982907a1-1f3e-51e3-b6f0-a5c8e957e1fa,"VOLUNTEERS OF AMERICA CHESAPEAKE, INC."
2d480391-dcba-5ded-8e0b-02262e20ffce,SCOTTS COMPANY
4d626a64-7ff2-54dd-bddc-68c26091a9e2,CITY OF EDINBURG TX
a33519d4-6e69-51cf-abd9-4964eca9cd8f,"AMISTAD AMERICA, INC."
bb5a30b2-3298-5690-9a7c-ee27e54ce377,"RAPID7, INC."
36e96372-e47a-5bf4-b809-bb932870031b,FLORIDA CRYSTALS CORPORATION
ea5d10ce-b742-5b9d-9935-29297d1923a7,JOHN NYSTROM
5ca576cc-1434-5f24-b383-82b4bfa6cf61,CITY OF MONTCLAIR CA
5ac6decf-eb7a-5895-90ab-e61bdf5f6157,GUIDEWELL MUTUAL HOLDING CORPORATION
5c793d14-359d-5733-8f1c-89b8a77fa67d,CREDIT SOLUTIONS OF AMERICA
873fd7e9-686c-57eb-88db-b5d39bf951d1,STATE OF GEORGIA
7176d4f7-e22c-5c4e-a1ee-29883b1ce93a,BENEFITFOCUS
a1e3ee10-61c5-5041-a570-c4b3048221a4,XCOR AEROSPACE
6ccb83e6-2a32-503d-afb7-202cdaa62107,PERNOD RICARD
52375949-9ad3-5d02-b977-5dfed4d56f6e,COMPETITIVE CARRIERS ASSOCIATION
ba255e04-0391-515a-a9e6-39553d91a525,THE COUNCIL OF THE NORTH AMERICAN INSULATION MANUFACTURERS ASSOCIATION
b1221741-8eba-54ff-a98d-ff5f1f6b24da,CHILEAN EXPORTERS' ASSOCIATION
d9b0eefb-8621-5c49-bcc8-75102be29de6,INCITE WORLD
fc439306-9978-561b-9b7f-a9e9f566310a,NATIONAL SECURITY ACTION
